Portfolio,Signal date,Effective date,Momentum ranking,Old weights,New weights,Turnover,Cost bps,Cost as portfolio return,OldWeight_SPY,NewWeight_SPY,OldWeight_EFA,NewWeight_EFA,OldWeight_EEM,NewWeight_EEM,OldWeight_IEF,NewWeight_IEF,OldWeight_GLD,NewWeight_GLD,OldWeight_DBC,NewWeight_DBC,OldWeight_VNQ,NewWeight_VNQ
Equal weight,2015-03-31,2015-04-01,VNQ > IEF > SPY > EFA > EEM > GLD > DBC,SPY:0.142675084794; EFA:0.142880885098; EEM:0.142781249134; IEF:0.146192412857; GLD:0.141831967742; DBC:0.136176346010; VNQ:0.147462054364,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0159278475,5.0000000000,0.0000079639,0.1426750848,0.1428571429,0.1428808851,0.1428571429,0.1427812491,0.1428571429,0.1461924129,0.1428571429,0.1418319677,0.1428571429,0.1361763460,0.1428571429,0.1474620544,0.1428571429
Equal weight,2015-04-30,2015-05-01,EFA > SPY > EEM > VNQ > IEF > GLD > DBC,SPY:0.141834175188; EFA:0.145574707875; EEM:0.150077828229; IEF:0.139563931666; GLD:0.140218174985; DBC:0.150491200406; VNQ:0.132239981651,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0351446159,5.0000000000,0.0000175723,0.1418341752,0.1428571429,0.1455747079,0.1428571429,0.1500778282,0.1428571429,0.1395639317,0.1428571429,0.1402181750,0.1428571429,0.1504912004,0.1428571429,0.1322399817,0.1428571429
Equal weight,2015-05-29,2015-06-01,EFA > SPY > IEF > VNQ > EEM > GLD > DBC,SPY:0.145935866032; EFA:0.144365113182; EEM:0.138169595891; IEF:0.143483646234; GLD:0.144883463618; DBC:0.139514412704; VNQ:0.143647902340,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0160605542,5.0000000000,0.0000080303,0.1459358660,0.1428571429,0.1443651132,0.1428571429,0.1381695959,0.1428571429,0.1434836462,0.1428571429,0.1448834636,0.1428571429,0.1395144127,0.1428571429,0.1436479023,0.1428571429
Equal weight,2015-06-30,2015-07-01,EFA > EEM > IEF > SPY > GLD > DBC > VNQ,SPY:0.142865465225; EFA:0.141280323382; EEM:0.141553557576; IEF:0.143449315912; GLD:0.143616491463; DBC:0.148215472130; VNQ:0.139019374312,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0134363466,5.0000000000,0.0000067182,0.1428654652,0.1428571429,0.1412803234,0.1428571429,0.1415535576,0.1428571429,0.1434493159,0.1428571429,0.1436164915,0.1428571429,0.1482154721,0.1428571429,0.1390193743,0.1428571429
Equal weight,2015-07-31,2015-08-03,EFA > SPY > IEF > EEM > VNQ > DBC > GLD,SPY:0.149057363576; EFA:0.148726244075; EEM:0.136566911364; IEF:0.147977855250; GLD:0.136113562582; DBC:0.127382077579; VNQ:0.154175985574,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0570177541,5.0000000000,0.0000285089,0.1490573636,0.1428571429,0.1487262441,0.1428571429,0.1365669114,0.1428571429,0.1479778553,0.1428571429,0.1361135626,0.1428571429,0.1273820776,0.1428571429,0.1541759856,0.1428571429
Equal weight,2015-08-31,2015-09-01,IEF > SPY > GLD > EFA > VNQ > DBC > EEM,SPY:0.139142272554; EFA:0.137171412059; EEM:0.135080647290; IEF:0.148290609283; GLD:0.153666645366; DBC:0.147796697446; VNQ:0.138851716003,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0423650470,5.0000000000,0.0000211825,0.1391422726,0.1428571429,0.1371714121,0.1428571429,0.1350806473,0.1428571429,0.1482906093,0.1428571429,0.1536666454,0.1428571429,0.1477966974,0.1428571429,0.1388517160,0.1428571429
Equal weight,2015-09-30,2015-10-01,IEF > SPY > GLD > VNQ > EFA > DBC > EEM,SPY:0.141374410334; EFA:0.138665413336; EEM:0.140531765102; IEF:0.147367183085; GLD:0.142463098136; DBC:0.140083081080; VNQ:0.149515048928,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0223358926,5.0000000000,0.0000111679,0.1413744103,0.1428571429,0.1386654133,0.1428571429,0.1405317651,0.1428571429,0.1473671831,0.1428571429,0.1424630981,0.1428571429,0.1400830811,0.1428571429,0.1495150489,0.1428571429
Equal weight,2015-10-30,2015-11-02,VNQ > IEF > SPY > GLD > EFA > DBC > EEM,SPY:0.148795537072; EFA:0.146198311838; EEM:0.145874442677; IEF:0.136257645919; GLD:0.140262393301; DBC:0.137583754635; VNQ:0.145027914558,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0289352694,5.0000000000,0.0000144676,0.1487955371,0.1428571429,0.1461983118,0.1428571429,0.1458744427,0.1428571429,0.1362576459,0.1428571429,0.1402623933,0.1428571429,0.1375837546,0.1428571429,0.1450279146,0.1428571429
Equal weight,2015-11-30,2015-12-01,VNQ > IEF > SPY > EFA > GLD > EEM > DBC,SPY:0.147025718479; EFA:0.145387639228; EEM:0.142793436493; IEF:0.145864001715; GLD:0.136599217853; DBC:0.136756446382; VNQ:0.145573539849,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0248446557,5.0000000000,0.0000124223,0.1470257185,0.1428571429,0.1453876392,0.1428571429,0.1427934365,0.1428571429,0.1458640017,0.1428571429,0.1365992179,0.1428571429,0.1367564464,0.1428571429,0.1455735398,0.1428571429
Equal weight,2015-12-31,2016-01-04,VNQ > IEF > SPY > EFA > GLD > EEM > DBC,SPY:0.143003645846; EFA:0.142125265081; EEM:0.139960032682; IEF:0.144859259774; GLD:0.144861825553; DBC:0.137006948150; VNQ:0.148183022914,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0189583653,5.0000000000,0.0000094792,0.1430036458,0.1428571429,0.1421252651,0.1428571429,0.1399600327,0.1428571429,0.1448592598,0.1428571429,0.1448618256,0.1428571429,0.1370069482,0.1428571429,0.1481830229,0.1428571429
Equal weight,2016-01-29,2016-02-01,IEF > GLD > VNQ > SPY > EFA > EEM > DBC,SPY:0.138628752594; EFA:0.137842263720; EEM:0.138549982567; IEF:0.150755647532; GLD:0.153786374667; DBC:0.139558515807; VNQ:0.140878463113,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0376554730,5.0000000000,0.0000188277,0.1386287526,0.1428571429,0.1378422637,0.1428571429,0.1385499826,0.1428571429,0.1507556475,0.1428571429,0.1537863747,0.1428571429,0.1395585158,0.1428571429,0.1408784631,0.1428571429
Equal weight,2016-02-29,2016-03-01,GLD > IEF > VNQ > SPY > EEM > EFA > DBC,SPY:0.141209451978; EFA:0.136613606931; EEM:0.140170395825; IEF:0.143426363112; GLD:0.156773613814; DBC:0.140994414759; VNQ:0.140812153580,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0289713824,5.0000000000,0.0000144857,0.1412094520,0.1428571429,0.1366136069,0.1428571429,0.1401703958,0.1428571429,0.1434263631,0.1428571429,0.1567736138,0.1428571429,0.1409944148,0.1428571429,0.1408121536,0.1428571429
Equal weight,2016-03-31,2016-04-01,VNQ > SPY > EEM > GLD > IEF > EFA > DBC,SPY:0.144212987572; EFA:0.144017834910; EEM:0.152638171880; IEF:0.135034401588; GLD:0.133984849872; DBC:0.140846679260; VNQ:0.149265074918,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0374109957,5.0000000000,0.0000187055,0.1442129876,0.1428571429,0.1440178349,0.1428571429,0.1526381719,0.1428571429,0.1350344016,0.1428571429,0.1339848499,0.1428571429,0.1408466793,0.1428571429,0.1492650749,0.1428571429
Equal weight,2016-04-29,2016-05-02,GLD > VNQ > IEF > SPY > EEM > DBC > EFA,SPY:0.140345981804; EFA:0.142901005347; EEM:0.140366433963; IEF:0.139576741333; GLD:0.146936876248; DBC:0.153364294417; VNQ:0.136508666888,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0292614949,5.0000000000,0.0000146307,0.1403459818,0.1428571429,0.1429010053,0.1428571429,0.1403664340,0.1428571429,0.1395767413,0.1428571429,0.1469368762,0.1428571429,0.1533642944,0.1428571429,0.1365086669,0.1428571429
Equal weight,2016-05-31,2016-06-01,GLD > VNQ > IEF > DBC > SPY > EEM > EFA,SPY:0.146369394615; EFA:0.143797934169; EEM:0.138606169836; IEF:0.143778248787; GLD:0.135086755706; DBC:0.145204306948; VNQ:0.147157189938,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0240427203,5.0000000000,0.0000120214,0.1463693946,0.1428571429,0.1437979342,0.1428571429,0.1386061698,0.1428571429,0.1437782488,0.1428571429,0.1350867557,0.1428571429,0.1452043069,0.1428571429,0.1471571899,0.1428571429
Equal weight,2016-06-30,2016-07-01,GLD > DBC > VNQ > IEF > EEM > SPY > EFA,SPY:0.138253407087; EFA:0.134441166399; EEM:0.144055809300; IEF:0.142028491855; GLD:0.150132201049; DBC:0.143768786014; VNQ:0.147320138297,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0276967265,5.0000000000,0.0000138484,0.1382534071,0.1428571429,0.1344411664,0.1428571429,0.1440558093,0.1428571429,0.1420284919,0.1428571429,0.1501322010,0.1428571429,0.1437687860,0.1428571429,0.1473201383,0.1428571429
Equal weight,2016-07-29,2016-08-01,VNQ > GLD > EEM > SPY > DBC > EFA > IEF,SPY:0.145463158233; EFA:0.145926248514; EEM:0.147900970844; IEF:0.140690467641; GLD:0.143129990484; DBC:0.130561621118; VNQ:0.146327543165,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0289243939,5.0000000000,0.0000144622,0.1454631582,0.1428571429,0.1459262485,0.1428571429,0.1479009708,0.1428571429,0.1406904676,0.1428571429,0.1431299905,0.1428571429,0.1305616211,0.1428571429,0.1463275432,0.1428571429
Equal weight,2016-08-31,2016-09-01,EEM > VNQ > DBC > SPY > EFA > GLD > IEF,SPY:0.144207398301; EFA:0.144804243289; EEM:0.145307800955; IEF:0.142578220039; GLD:0.139344699938; DBC:0.145144450645; VNQ:0.138613186833,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0160706435,5.0000000000,0.0000080353,0.1442073983,0.1428571429,0.1448042433,0.1428571429,0.1453078010,0.1428571429,0.1425782200,0.1428571429,0.1393446999,0.1428571429,0.1451444506,0.1428571429,0.1386131868,0.1428571429
Equal weight,2016-09-30,2016-10-03,DBC > EEM > GLD > EFA > SPY > VNQ > IEF,SPY:0.141398183082; EFA:0.143280032888; EEM:0.144950925289; IEF:0.141725643175; GLD:0.142364459407; DBC:0.147481852868; VNQ:0.138798903290,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0142827649,5.0000000000,0.0000071414,0.1413981831,0.1428571429,0.1432800329,0.1428571429,0.1449509253,0.1428571429,0.1417256432,0.1428571429,0.1423644594,0.1428571429,0.1474818529,0.1428571429,0.1387989033,0.1428571429
Equal weight,2016-10-31,2016-11-01,EEM > DBC > SPY > EFA > IEF > VNQ > GLD,SPY:0.143515395837; EFA:0.142811775641; EEM:0.144838467547; IEF:0.143864573701; GLD:0.141746445139; DBC:0.145560926998; VNQ:0.137662415136,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0127015853,5.0000000000,0.0000063508,0.1435153958,0.1428571429,0.1428117756,0.1428571429,0.1448384675,0.1428571429,0.1438645737,0.1428571429,0.1417464451,0.1428571429,0.1455609270,0.1428571429,0.1376624151,0.1428571429
Equal weight,2016-11-30,2016-12-01,EEM > SPY > DBC > EFA > VNQ > GLD > IEF,SPY:0.151385771885; EFA:0.143406116064; EEM:0.139559785337; IEF:0.139834895085; GLD:0.133805865966; DBC:0.148447011995; VNQ:0.143560553670,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0307417644,5.0000000000,0.0000153709,0.1513857719,0.1428571429,0.1434061161,0.1428571429,0.1395597853,0.1428571429,0.1398348951,0.1428571429,0.1338058660,0.1428571429,0.1484470120,0.1428571429,0.1435605537,0.1428571429
Equal weight,2016-12-30,2017-01-03,SPY > EFA > EEM > DBC > VNQ > IEF > GLD,SPY:0.143416169573; EFA:0.144370723116; EEM:0.140211428646; IEF:0.140400122065; GLD:0.137874801206; DBC:0.146388916620; VNQ:0.147337838774,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0201701533,5.0000000000,0.0000100851,0.1434161696,0.1428571429,0.1443707231,0.1428571429,0.1402114286,0.1428571429,0.1404001221,0.1428571429,0.1378748012,0.1428571429,0.1463889166,0.1428571429,0.1473378388,0.1428571429
Equal weight,2017-01-31,2017-02-01,DBC > SPY > EEM > EFA > IEF > VNQ > GLD,SPY:0.142042568121; EFA:0.144138161320; EEM:0.148832497931; IEF:0.139851647491; GLD:0.147107708625; DBC:0.138752573330; VNQ:0.139274843182,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0230138786,5.0000000000,0.0000115069,0.1420425681,0.1428571429,0.1441381613,0.1428571429,0.1488324979,0.1428571429,0.1398516475,0.1428571429,0.1471077086,0.1428571429,0.1387525733,0.1428571429,0.1392748432,0.1428571429
Equal weight,2017-02-28,2017-03-01,SPY > DBC > EEM > EFA > VNQ > IEF > GLD,SPY:0.145541281211; EFA:0.141706314744; EEM:0.142476722216; IEF:0.141052270728; GLD:0.144498864127; DBC:0.139772198405; VNQ:0.144952348569,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0128421307,5.0000000000,0.0000064211,0.1455412812,0.1428571429,0.1417063147,0.1428571429,0.1424767222,0.1428571429,0.1410522707,0.1428571429,0.1444988641,0.1428571429,0.1397721984,0.1428571429,0.1449523486,0.1428571429
Equal weight,2017-03-31,2017-04-03,SPY > EFA > EEM > DBC > VNQ > IEF > GLD,SPY:0.142826227310; EFA:0.147257898744; EEM:0.147904765690; IEF:0.142762714321; GLD:0.142037757748; DBC:0.138020047154; VNQ:0.139190589032,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0188967574,5.0000000000,0.0000094484,0.1428262273,0.1428571429,0.1472578987,0.1428571429,0.1479047657,0.1428571429,0.1427627143,0.1428571429,0.1420377577,0.1428571429,0.1380200472,0.1428571429,0.1391905890,0.1428571429
Equal weight,2017-04-28,2017-05-01,SPY > EFA > EEM > VNQ > GLD > DBC > IEF,SPY:0.143150418117; EFA:0.145179516709; EEM:0.144154449189; IEF:0.143315232455; GLD:0.144191012959; DBC:0.137922623580; VNQ:0.142086746992,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0114098303,5.0000000000,0.0000057049,0.1431504181,0.1428571429,0.1451795167,0.1428571429,0.1441544492,0.1428571429,0.1433152325,0.1428571429,0.1441910130,0.1428571429,0.1379226236,0.1428571429,0.1420867470,0.1428571429
Equal weight,2017-05-31,2017-06-01,EFA > EEM > SPY > GLD > VNQ > IEF > DBC,SPY:0.143569198003; EFA:0.146586128301; EEM:0.145599970255; IEF:0.142741639070; GLD:0.141395405793; DBC:0.139562444504; VNQ:0.140545214074,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0143677360,5.0000000000,0.0000071839,0.1435691980,0.1428571429,0.1465861283,0.1428571429,0.1455999703,0.1428571429,0.1427416391,0.1428571429,0.1413954058,0.1428571429,0.1395624445,0.1428571429,0.1405452141,0.1428571429
Equal weight,2017-06-30,2017-07-03,EEM > EFA > SPY > GLD > VNQ > IEF > DBC,SPY:0.143671748731; EFA:0.143184284797; EEM:0.144084556392; IEF:0.142034253327; GLD:0.139684384400; DBC:0.141391773483; VNQ:0.145948998869,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0109220347,5.0000000000,0.0000054610,0.1436717487,0.1428571429,0.1431842848,0.1428571429,0.1440845564,0.1428571429,0.1420342533,0.1428571429,0.1396843844,0.1428571429,0.1413917735,0.1428571429,0.1459489989,0.1428571429
Equal weight,2017-07-31,2017-08-01,EEM > EFA > SPY > GLD > VNQ > IEF > DBC,SPY:0.142031673474; EFA:0.142863832297; EEM:0.147274566852; IEF:0.139692758282; GLD:0.142390334492; DBC:0.144853485326; VNQ:0.140893349278,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0128409118,5.0000000000,0.0000064205,0.1420316735,0.1428571429,0.1428638323,0.1428571429,0.1472745669,0.1428571429,0.1396927583,0.1428571429,0.1423903345,0.1428571429,0.1448534853,0.1428571429,0.1408933493,0.1428571429
Equal weight,2017-08-31,2017-09-01,EEM > EFA > GLD > SPY > IEF > VNQ > DBC,SPY:0.141576527552; EFA:0.141101349751; EEM:0.144484232342; IEF:0.143222167215; GLD:0.147091798021; DBC:0.141727822269; VNQ:0.140796102850,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0124535380,5.0000000000,0.0000062268,0.1415765276,0.1428571429,0.1411013498,0.1428571429,0.1444842323,0.1428571429,0.1432221672,0.1428571429,0.1470917980,0.1428571429,0.1417278223,0.1428571429,0.1407961029,0.1428571429
Equal weight,2017-09-29,2017-10-02,EEM > EFA > SPY > VNQ > GLD > IEF > DBC,SPY:0.145446103911; EFA:0.145940589078; EEM:0.142509764884; IEF:0.140518108353; GLD:0.137768789664; DBC:0.145405911975; VNQ:0.142410732136,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0164423528,5.0000000000,0.0000082212,0.1454461039,0.1428571429,0.1459405891,0.1428571429,0.1425097649,0.1428571429,0.1405181084,0.1428571429,0.1377687897,0.1428571429,0.1454059120,0.1428571429,0.1424107321,0.1428571429
Equal weight,2017-10-31,2017-11-01,EEM > EFA > DBC > SPY > GLD > VNQ > IEF,SPY:0.144312580890; EFA:0.143357930957; EEM:0.145615513390; IEF:0.140723833395; GLD:0.139935029824; DBC:0.146575003961; VNQ:0.139480107583,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0168649155,5.0000000000,0.0000084325,0.1443125809,0.1428571429,0.1433579310,0.1428571429,0.1456155134,0.1428571429,0.1407238334,0.1428571429,0.1399350298,0.1428571429,0.1465750040,0.1428571429,0.1394801076,0.1428571429
Equal weight,2017-11-30,2017-12-01,DBC > EEM > SPY > EFA > VNQ > GLD > IEF,SPY:0.145758803422; EFA:0.142410700403; EEM:0.140885556408; IEF:0.141040702980; GLD:0.141939646407; DBC:0.142760771643; VNQ:0.145203818737,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0104966729,5.0000000000,0.0000052483,0.1457588034,0.1428571429,0.1424107004,0.1428571429,0.1408855564,0.1428571429,0.1410407030,0.1428571429,0.1419396464,0.1428571429,0.1427607716,0.1428571429,0.1452038187,0.1428571429
Equal weight,2017-12-29,2018-01-02,EEM > DBC > SPY > EFA > GLD > VNQ > IEF,SPY:0.142302477550; EFA:0.142493802545; EEM:0.145885994032; IEF:0.140857186753; GLD:0.143557921273; DBC:0.144512536237; VNQ:0.140390081610,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0107700459,5.0000000000,0.0000053850,0.1423024775,0.1428571429,0.1424938025,0.1428571429,0.1458859940,0.1428571429,0.1408571868,0.1428571429,0.1435579213,0.1428571429,0.1445125362,0.1428571429,0.1403900816,0.1428571429
Equal weight,2018-01-31,2018-02-01,EEM > SPY > DBC > EFA > GLD > IEF > VNQ,SPY:0.146974748861; EFA:0.146118648833; EEM:0.150678538438; IEF:0.136141550980; GLD:0.143634173419; DBC:0.143237774806; VNQ:0.133214564664,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0327163401,5.0000000000,0.0000163582,0.1469747489,0.1428571429,0.1461186488,0.1428571429,0.1506785384,0.1428571429,0.1361415510,0.1428571429,0.1436341734,0.1428571429,0.1432377748,0.1428571429,0.1332145647,0.1428571429
Equal weight,2018-02-28,2018-03-01,SPY > DBC > EEM > EFA > GLD > IEF > VNQ,SPY:0.143394470064; EFA:0.141610673915; EEM:0.140027790061; IEF:0.147417078222; GLD:0.145715888527; DBC:0.144454030363; VNQ:0.137380068848,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0191057915,5.0000000000,0.0000095529,0.1433944701,0.1428571429,0.1416106739,0.1428571429,0.1400277901,0.1428571429,0.1474170782,0.1428571429,0.1457158885,0.1428571429,0.1444540304,0.1428571429,0.1373800688,0.1428571429
Equal weight,2018-03-29,2018-04-02,EEM > DBC > SPY > EFA > GLD > IEF > VNQ,SPY:0.137969942345; EFA:0.140667293428; EEM:0.142626453765; IEF:0.143497882229; GLD:0.142754904120; DBC:0.145105707384; VNQ:0.147377816729,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0148199555,5.0000000000,0.0000074100,0.1379699423,0.1428571429,0.1406672934,0.1428571429,0.1426264538,0.1428571429,0.1434978822,0.1428571429,0.1427549041,0.1428571429,0.1451057074,0.1428571429,0.1473778167,0.1428571429
Equal weight,2018-04-30,2018-05-01,DBC > EEM > SPY > EFA > GLD > IEF > VNQ,SPY:0.143344005763; EFA:0.144776397733; EEM:0.138589884559; IEF:0.140786535624; GLD:0.141246556951; DBC:0.147478154043; VNQ:0.143778465327,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0158969029,5.0000000000,0.0000079485,0.1433440058,0.1428571429,0.1447763977,0.1428571429,0.1385898846,0.1428571429,0.1407865356,0.1428571429,0.1412465570,0.1428571429,0.1474781540,0.1428571429,0.1437784653,0.1428571429
Equal weight,2018-05-31,2018-06-01,DBC > SPY > GLD > EFA > EEM > IEF > VNQ,SPY:0.145485686104; EFA:0.139342514251; EEM:0.138309614391; IEF:0.143433622372; GLD:0.140334383938; DBC:0.145834546501; VNQ:0.147259632443,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0211698320,5.0000000000,0.0000105849,0.1454856861,0.1428571429,0.1393425143,0.1428571429,0.1383096144,0.1428571429,0.1434336224,0.1428571429,0.1403343839,0.1428571429,0.1458345465,0.1428571429,0.1472596324,0.1428571429
Equal weight,2018-06-29,2018-07-02,DBC > SPY > VNQ > IEF > EFA > GLD > EEM,SPY:0.145069555025; EFA:0.141955105967; EEM:0.137683358781; IEF:0.144524860338; GLD:0.139025838944; DBC:0.141440035528; VNQ:0.150301245417,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0226484644,5.0000000000,0.0000113242,0.1450695550,0.1428571429,0.1419551060,0.1428571429,0.1376833588,0.1428571429,0.1445248603,0.1428571429,0.1390258389,0.1428571429,0.1414400355,0.1428571429,0.1503012454,0.1428571429
Equal weight,2018-07-31,2018-08-01,VNQ > DBC > SPY > IEF > EFA > GLD > EEM,SPY:0.146997141181; EFA:0.145788557591; EEM:0.146751040274; IEF:0.140997877975; GLD:0.138568161709; DBC:0.138298504903; VNQ:0.142598716367,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0219306209,5.0000000000,0.0000109653,0.1469971412,0.1428571429,0.1457885576,0.1428571429,0.1467510403,0.1428571429,0.1409978780,0.1428571429,0.1385681617,0.1428571429,0.1382985049,0.1428571429,0.1425987164,0.1428571429
Equal weight,2018-08-31,2018-09-04,VNQ > SPY > DBC > IEF > EFA > GLD > EEM,SPY:0.147544972299; EFA:0.139784292662; EEM:0.137594554258; IEF:0.144430850013; GLD:0.139923931593; DBC:0.144058557047; VNQ:0.146662842128,SPY:0.142857142857; EFA:0.142857142857; EEM:0.142857142857; IEF:0.142857142857; GLD:0.142857142857; DBC:0.142857142857; VNQ:0.142857142857,0.0225373001,5.0000000000,0.0000112687,0.1475449723,0.1428571429,0.1397842927,0.1428571429,0.1375945543,0.1428571429,0.1444308500,0.1428571429,0.1399239316,0.1428571429,0.1440585570,0.1428571429,0.1466628421,0.1428571429
